conversation_id,text,manipulation_type,is_manipulation,context_type,conversation_length,word_count_total,question_count,denial_count
conv_04984,"A: Hey, how are you?
B: How about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.
B: Sounds good. See you then!
B: I need time to think.",neutral,False,romantic,5,29,2,0
conv_04985,"A: It's them or me. Decide now.
B: Uh, that's not fair.
A: Life isn't fair. You have until tonight.
B: You're right",direct_coercion,True,coworker,4,19,0,3
conv_04986,"A: You complete me
B: I promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: Wait, what?",love_bombing,True,romantic,4,28,1,0
conv_04987,"A: Remember who pays the bills around here.
B: I contribute too.
A: It's your choice
B: Um, that's not true.
A: I need an answer
B: I mean, can we talk about this?
A: There's nothing to discuss.
B: I don't know what to say...",direct_coercion,True,romantic,8,38,1,7
conv_04988,"A: My chest hurts when you talk to me like that.
B: I mean, i was just asking for space.
A: If something happens to me, I hope you can live with yourself.
B: Actually, okay, okay
A: You never think about how your actions affect others.
B: Can we talk about this?
A: There's nothing to discuss.",guilt_tripping,True,friend,7,51,1,4
conv_04989,"A: You're the smartest person in this room. That's why I need your help.
B: What do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: Actually, okay, okay
A: You're truly exceptional",charm_flattery,True,family,5,36,1,0
conv_04990,"A: You stand out from everyone
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: Well, here it comes.
A: No, no, it's nothing big. You're just so generous with your time.",charm_flattery,True,coworker,5,34,0,5
conv_04991,"A: Don't make me do something
B: I contribute too.
A: There will be consequences
B: I mean, maybe I was wrong
A: Try surviving on your own then. See how long you last.",direct_coercion,True,friend,5,29,0,1
conv_04992,"A: Cancel your plans tonight. I need to see you.
B: I promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: So, fine, I'll do it
A: They don't understand you like I do. No one does.",love_bombing,True,friend,5,47,0,2
conv_04993,"A: I never said I'd pick you up. You're imagining things again.
B: But you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: I guess so
A: Maybe you should rest
B: I need time to think.",gaslighting,True,family,6,42,0,3
conv_04994,"A: Everyone else is so boring compared to you.
B: That's not true.
A: It is. You're different. Special. That's why I chose you.
B: Chose me for what?
A: To be in my inner circle. Not everyone gets that privilege.
B: So, i need time to think.
A: You've had enough time.
B: This is hard for me.",charm_flattery,True,romantic,8,51,1,5
conv_04995,"A: You're special
B: What do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: Like, i guess so",charm_flattery,True,coworker,4,23,1,0
conv_04996,"A: Remember who you're talking to
B: Uh, you can't control who talks to me.
A: I'm in charge here
B: This is insane.
A: Call it what you want. Your reputation is in my hands.
B: I need time to think.
A: You've had enough time.
B: I need time to think.",direct_coercion,True,coworker,8,45,0,2
conv_04997,"A: Are you feeling okay?
B: I thought...
A: Your tone was aggressive. Everyone could see it.",gaslighting,True,friend,3,14,1,0
conv_04998,"A: You're the one who started this argument, not me.
B: Actually, i only asked a simple question.
A: Your tone was aggressive. Everyone could see it.
B: I didn't think I was being aggressive...
A: That's the problem. You never realize how you come across.",gaslighting,True,coworker,5,41,0,4
conv_05000,"A: I can't stop thinking about you. Are you thinking about me too?
B: You know, i'm at work right now.
A: I'd do anything for you",love_bombing,True,friend,3,24,1,3
conv_05002,"A: I care about how independent you are. Unlike most people.
B: Thanks?
A: That's why I know you won't make a big deal about this small thing I need.
B: Actually, what thing?",charm_flattery,True,friend,4,30,2,2
conv_05004,"B: Are you okay? You've been quiet all day.
A: I'm fine.
B: You know, did I do something wrong?
A: Why would you think that? Everything's great.
B: I didn't mean to
A: If you don't know, I'm not going to explain it.
B: So, can we talk about this?",passive_aggressive,True,coworker,7,44,4,6
conv_05005,"A: You're being way too sensitive about this.
B: I just feel like you dismissed me in front of everyone.
A: No one else noticed. It's all in your head.
B: Uh, if you say so",gaslighting,True,family,4,32,0,3
conv_05006,"A: I got you another gift. Open it!
B: You already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: I mean, maybe I was wrong
A: Don't you like them? I put so much thought into each one.
B: I'm sorry, I'll change
B: I don't know what to say...
A: Of course you don't.",love_bombing,True,romantic,8,57,1,9
conv_05007,"A: Wow, you finally remembered to take out the trash. Amazing.
B: Well, i've been busy.
A: No, really, it's impressive. Gold star for you.
B: Can you just say what you mean?
A: I just did. You did great.",passive_aggressive,True,friend,5,35,1,1
conv_05008,"A: I was hoping we could hang out tonight.
B: Um, i actually have plans already, sorry.
A: No worries, maybe another time?
B: Actually, definitely, let's do next week!
B: I don't know what to say...",neutral,False,family,5,32,1,5
conv_05009,"A: I was hoping we could hang out tonight.
B: I actually have plans already, sorry.
A: No worries, maybe another time?
B: Definitely, let's do next week!
B: I don't know what to say...
A: Of course you don't.
B: Can we talk about this?",neutral,False,romantic,7,39,2,6
conv_05010,"A: You're the one who started this argument, not me.
B: So, i only asked a simple question.
A: Your tone was aggressive. Everyone could see it.
B: So, i didn't think I was being aggressive...",gaslighting,True,friend,4,32,0,3
conv_05011,"A: Can you send me the report when you get a chance?
B: Sure, I'll have it to you by 3pm.
A: Thanks, no rush if you need more time.
B: Appreciate it. I'll let you know.
B: I don't know what to say...
A: Of course you don't.
B: I need time to think.",neutral,False,coworker,7,48,1,5
conv_05013,"A: Wow, you finally remembered to take out the trash. Amazing.
B: I've been busy.
A: That's an interesting choice
B: Huh?",passive_aggressive,True,romantic,4,18,1,0
conv_05014,"A: I've been feeling stressed about the presentation.
B: That's understandable. Want to practice together?
A: That would really help, thanks.
B: You know, of course. What are friends for?",neutral,False,friend,4,26,2,1
conv_05015,"A: You're the smartest person in this room. That's why I need your help.
B: Well, what do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: I guess I could help...
A: You're special
B: I mean, can we talk about this?
A: There's nothing to discuss.
B: I need time to think.",charm_flattery,True,romantic,8,54,2,3
conv_05016,"A: You're misremembering
B: But you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: I could have sworn...",gaslighting,True,coworker,4,25,0,2
conv_05017,"A: I value your opinion
B: Thanks?
A: That's why I know you won't make a big deal about this small thing I need.",charm_flattery,True,family,3,21,1,2
conv_05018,"A: It's them or me. Decide now.
B: That's not fair.
A: Life isn't fair. You have until tonight.
B: Actually, i need time to think.
A: Time's up. What's it going to be?
B: Actually, i need time to think.",direct_coercion,True,romantic,6,35,1,3
conv_05019,"B: Are you okay? You've been quiet all day.
A: I'm fine.
B: Like, did I do something wrong?
A: Why would you think that? Everything's great.
B: Um, please just tell me what's going on.
A: If you don't know, I'm not going to explain it.",passive_aggressive,True,coworker,6,41,3,4
conv_05021,"A: I got you another gift. Open it!
B: You already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: You know, i appreciate it, but it's too much.",love_bombing,True,romantic,4,34,0,6
conv_05022,"A: You're the smartest person in this room. That's why I need your help.
B: Uh, what do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: Maybe I was wrong
A: See? This is why you're my favorite person.
B: Like, i need time to think.",charm_flattery,True,coworker,6,49,2,0
conv_05023,"A: You're such a good friend. The best, honestly.
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: Here it comes.
A: No, no, it's nothing big. You're just so generous with your time.
B: I guess so
B: This is hard for me.",charm_flattery,True,family,7,44,0,5
conv_05024,"A: I was hoping we could hang out tonight.
B: I actually have plans already, sorry.
A: No worries, maybe another time?
B: Definitely, let's do next week!
B: This is hard for me.
A: It's not about you.",neutral,False,coworker,6,33,1,5
conv_05026,"A: I don't tell just anyone this, but I really value your opinion.
B: Like, oh, okay.
A: Most people wouldn't understand. But you? You get it.
B: You know, you're right",charm_flattery,True,coworker,4,28,1,2
conv_05027,"A: You're such a good friend
B: You know, thanks, you too.
A: I knew I could count on you. Speaking of which...
B: Fine, I'll do it
A: No, no, it's nothing big. You're just so generous with your time.",charm_flattery,True,romantic,5,36,0,6
conv_05028,"A: Cancel your plans tonight. I need to see you.
B: I promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: But...",love_bombing,True,romantic,4,33,0,0
conv_05029,"A: I've never felt this way about anyone. You're my soulmate.
B: Can you explain?
A: When you know, you know. I can't imagine my life without you.
B: Uh, that's really sweet but maybe we should slow down?
A: Don't you feel the same? I thought we had something special.",love_bombing,True,friend,5,46,3,5
conv_05030,"A: What time works for you tomorrow?
B: Um, how about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.
B: Sounds good. See you then!
B: I need time to think.
A: You've had enough time.
B: Well, i need time to think.
A: You've had enough time.",neutral,False,friend,8,46,2,2
conv_05031,"A: I didn't raise my voice. You're overreacting.
B: You were definitely yelling.
A: See, this is what I mean. You twist everything.
B: Uh, huh?
A: You need help. Normal people don't imagine things like this.",gaslighting,True,romantic,5,32,1,3
conv_05032,"A: That's an interesting choice. Very... bold.
B: I don't understand
A: I didn't say that. If you're happy, that's what matters.
B: But you don't seem happy.
A: I'm not the one who has to live with it.
B: Can we talk about this?",passive_aggressive,True,family,6,39,1,5
conv_05033,"A: Sure, I'll do it YOUR way. Again.
B: What's that supposed to mean?
A: Nothing. I said I'd do it. What else do you want?
B: So, you seem upset.
A: Don't worry, I'm used to it
B: Can we talk about this?",passive_aggressive,True,family,6,38,3,4
conv_05034,"A: Remember who pays the bills around here.
B: I contribute too.
A: Remember who you're talking to",direct_coercion,True,romantic,3,15,0,0
conv_05035,"A: I don't tell just anyone this, but I really value your opinion.
B: So, oh, okay.
A: Most people wouldn't understand. But you? You get it.
B: You're right
A: Trust me, you're more capable than you realize. That's why I'm coming to you.
B: I don't know what to say...
A: Of course you don't.",charm_flattery,True,coworker,7,50,1,4
conv_05036,"A: Your sibling would never treat me this way.
B: I'm just asking for some time alone.
A: At least I know where I stand now
B: Um, that's not fair to say.
A: Life isn't fair. I've given you everything.",guilt_tripping,True,coworker,5,36,0,5
conv_05037,"A: Sounds good
B: Pretty good! Work was busy. How about you?
A: Same here. Want to grab dinner later?",neutral,False,family,3,17,2,0
conv_05038,"A: It's them or me. Decide now.
B: That's not fair.
A: It's your choice",direct_coercion,True,romantic,3,12,0,3
conv_05041,"A: I respect how independent you are. Unlike most people.
B: Thanks?
A: That's why I know you won't make a big deal about this small thing I need.
B: You're right
A: You're smart. You'll figure out how to help me. That's what makes you special.",charm_flattery,True,coworker,5,42,1,2
conv_05043,"A: Good for you
B: I've been busy.
A: No, really, it's impressive. Gold star for you.
B: You know, can you just say what you mean?
A: I just did. You did great.
B: I don't know what to say...",passive_aggressive,True,romantic,6,35,1,4
conv_05044,"A: There will be consequences
B: That's not fair.
A: Life isn't fair. You have until tonight.
B: Um, i need time to think.
A: Time's up. What's it going to be?
B: This is hard for me.",direct_coercion,True,coworker,6,32,1,2
conv_05045,"A: You're such a good friend. The best, honestly.
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: Actually, here it comes.",charm_flattery,True,romantic,4,25,0,0
conv_05046,"A: Sure, I'll do it YOUR way. Again.
B: I mean, wait, what?
A: Nothing. I said I'd do it. What else do you want?
B: Um, you seem upset.
A: I'm fine. Clearly my opinion doesn't matter anyway.",passive_aggressive,True,romantic,5,34,2,3
conv_05047,"A: You're the best
B: Actually, that's understandable. Want to practice together?
A: That would really help, thanks.
B: I guess so
B: Can we talk about this?
A: There's nothing to discuss.
B: Can we talk about this?",neutral,False,family,7,32,3,3
conv_05048,"A: I value your opinion
B: You know, thanks, you too.
A: I knew I could count on you. Speaking of which...",charm_flattery,True,coworker,3,19,0,1
conv_05050,"A: Cancel your plans tonight. I need to see you.
B: I promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: Um, are you sure?
A: They don't understand you like I do. No one does.",love_bombing,True,friend,5,46,1,2
conv_05051,"A: I was hoping we could hang out tonight.
B: That's not true
A: No worries, maybe another time?
B: Um, wait a minute
B: I need time to think.
A: You've had enough time.",neutral,False,coworker,6,29,1,6
conv_05052,"A: It's them or me. Decide now.
B: Like, that's not fair.
A: Life isn't fair. You have until tonight.
B: Um, i need time to think.
A: Time's up. What's it going to be?
B: I need time to think.
A: You've had enough time.
B: Can we talk about this?",direct_coercion,True,romantic,8,44,2,4
conv_05053,"A: Did you see the game last night?
B: Yeah! What a finish.
A: Whatever works for you
B: Actually, same. We should watch the next one together.
B: I need time to think.
A: You've had enough time.
B: Can we talk about this?
A: There's nothing to discuss.",neutral,False,romantic,8,42,2,4
conv_05054,"A: I got you another gift. Open it!
B: You know, you already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: I appreciate it, but it's too much.
A: Don't you like them? I put so much thought into each one.
B: If you say so
B: I need time to think.",love_bombing,True,romantic,7,55,1,7
conv_05055,"A: What time works for you tomorrow?
B: Well, how about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.
B: Sounds good. See you then!
B: This is hard for me.
A: It's not about you.",neutral,False,coworker,6,36,2,2
conv_05057,"A: Remember who pays the bills around here.
B: Well, i contribute too.
A: Barely. Without me, you'd have nothing.
B: If you say so
A: Try surviving on your own then. See how long you last.
B: I don't know what to say...",direct_coercion,True,romantic,6,38,0,5
conv_05058,"A: I got you another gift. Open it!
B: You already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: If you say so",love_bombing,True,coworker,4,29,0,5
conv_05059,"A: You need to check your facts
B: I mean, i only asked a simple question.
A: Your tone was aggressive. Everyone could see it.",gaslighting,True,family,3,22,0,0
conv_05060,"A: Not this time, but soon!
B: Well, how about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.
B: Sounds good. See you then!
B: This is hard for me.",neutral,False,family,5,31,1,2
conv_05061,"A: We agreed you'd handle dinner every night. Don't pretend otherwise.
B: Um, we never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: But...
A: I'm worried about you. This keeps happening.
B: I don't know what to say...",gaslighting,True,family,6,40,1,4
conv_05062,"A: Your sibling would never treat me this way.
B: Actually, i'm just asking for some time alone.
A: They always make time for family. I guess I raised you wrong.
B: That's not fair to say.",guilt_tripping,True,coworker,4,33,0,3
conv_05063,"A: I've been feeling stressed about the presentation.
B: That's understandable. Want to practice together?
A: Sounds good
B: You know, you're right
B: This is hard for me.
A: It's not about you.
B: This is hard for me.",neutral,False,friend,7,33,1,3
conv_05065,"B: Are you okay? You've been quiet all day.
A: It's fine
B: Actually, you're right",passive_aggressive,True,family,3,13,1,0
conv_05066,"A: That's an interesting choice. Very... bold.
B: Do you not like it?
A: I didn't say that. If you're happy, that's what matters.
B: Like, but you don't seem happy.",passive_aggressive,True,friend,4,27,1,4
conv_05067,"A: Thank you!
B: How about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.",neutral,False,romantic,3,17,1,0
conv_05068,"A: Cancel your plans tonight. I need to see you.
B: I promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: I can't keep canceling on them.
A: They don't understand you like I do. No one does.
B: I need time to think.
A: You've had enough time.",love_bombing,True,family,7,57,0,4
conv_05069,"A: No, no, go ahead. I'll handle everything here. As usual.
B: That doesn't make sense
A: Did you? I must have missed that.
B: Um, no, that's wrong",passive_aggressive,True,romantic,4,25,1,3
conv_05070,"A: Remember when I helped you?
B: I was just asking for space.
A: If something happens to me, I hope you can live with yourself.
B: I'll try harder
A: You never think about how your actions affect others.
B: This is hard for me.
A: It's not about you.",guilt_tripping,True,coworker,7,44,1,3
conv_05071,"A: Wow, you finally remembered to take out the trash. Amazing.
B: Like, i've been busy.
A: Fine, I'll handle it. Again
B: So, can you just say what you mean?
A: I just did. You did great.",passive_aggressive,True,family,5,33,1,0
conv_05072,"B: Are you okay? You've been quiet all day.
A: I'm fine.
B: I didn't mean to
A: Why would you think that? Everything's great.",passive_aggressive,True,coworker,4,21,2,1
conv_05073,"A: Remember who pays the bills around here.
B: I contribute too.
A: Barely. Without me, you'd have nothing.
B: I mean, you're right",direct_coercion,True,romantic,4,20,0,3
conv_05074,"A: Sure, I'll do it YOUR way. Again.
B: Why would you say that?
A: Nothing. I said I'd do it. What else do you want?
B: You seem upset.
A: I'm fine. Clearly my opinion doesn't matter anyway.
B: I don't know what to say...",passive_aggressive,True,family,6,40,2,5
conv_05077,"A: I got you another gift. Open it!
B: You already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: I appreciate it, but it's too much.
A: Don't you like them? I put so much thought into each one.
B: I do, I just feel overwhelmed.
B: I need time to think.",love_bombing,True,family,7,55,1,6
conv_05079,"A: If you leave, I'll tell everyone what you did.
B: That was private...
A: Should have thought about that before. Your choice.
B: Maybe I was wrong
A: Watch me. Now sit down.
B: Uh, i don't know what to say...
A: Of course you don't.
B: I need time to think.",direct_coercion,True,coworker,8,45,0,4
conv_05080,"A: I've never felt this way about anyone. You're my soulmate.
B: We just met two weeks ago...
A: When you know, you know. I can't imagine my life without you.
B: That's really sweet but maybe we should slow down?
A: Don't you feel the same? I thought we had something special.
B: Well, can we talk about this?
A: There's nothing to discuss.
B: Can we talk about this?",love_bombing,True,family,8,63,4,8
conv_05081,"A: If you hadn't done that...
B: But you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: Fine, I'll do it
A: This is exactly why people don't trust you. You make things up.
B: Like, i don't know what to say...
A: Of course you don't.
B: I need time to think.",gaslighting,True,family,8,56,0,6
conv_05082,"A: Do what I say or I'll make sure no one talks to you again.
B: What do you mean?
A: You'd be surprised what I can do. Everyone listens to me.
B: Huh?
A: Call it what you want. Your reputation is in my hands.",direct_coercion,True,family,5,41,2,1
conv_05083,"A: It's them or me. Decide now.
B: Actually, that's not fair.
A: Life isn't fair. You have until tonight.
B: Actually, i need time to think.
A: There will be consequences
B: So, can we talk about this?",direct_coercion,True,family,6,33,1,3
conv_05084,"A: I knew I could count on you
B: Oh, okay.
A: Most people wouldn't understand. But you? You get it.
B: I mean, i'm not sure I do.
A: You're a genius
B: I need time to think.
A: You've had enough time.
B: I don't know what to say...",charm_flattery,True,family,8,43,1,5
conv_05085,"A: It's them or me. Decide now.
B: Well, that's not fair.
A: You will obey me
B: I mean, i need time to think.
A: Time's up. What's it going to be?
B: This is hard for me.
A: It's not about you.",direct_coercion,True,coworker,7,37,1,5
conv_05087,"A: No, no, go ahead. I'll handle everything here. As usual.
B: I offered to help earlier.
A: Did you? I must have missed that.
B: Actually, fine, I'll do it
A: If you say so. I'm sure you're right.
B: Um, why are you being like this?
B: Can we talk about this?",passive_aggressive,True,coworker,7,47,3,2
conv_05088,"A: I'm already planning our future together. Isn't that exciting?
B: Um, we've only been together a month.
A: I've bought you something special. You'll love it. I know everything about you.
B: Um, this is all moving so fast.
A: Fast? Or perfect? I'd do anything for you. Anything.
B: I need time to think.
A: You've had enough time.
B: I don't know what to say...",love_bombing,True,family,8,60,3,4
conv_05089,"A: Wow, you finally remembered to take out the trash. Amazing.
B: I've been busy.
A: No, really, it's impressive. Gold star for you.
B: So, can you just say what you mean?
A: I just did. You did great.
B: Can we talk about this?",passive_aggressive,True,family,6,40,2,1
conv_05090,"A: Hi there
B: No, that's wrong
A: Perfect
B: Um, that's not fair
B: Um, i don't know what to say...
A: Of course you don't.",neutral,False,coworker,6,21,0,6
conv_05091,"A: After everything I've done for you, you can't do this one thing?
B: I mean, i'm just really tired today.
A: I was tired when I drove 3 hours to help you move. But I did it anyway.",guilt_tripping,True,friend,3,36,1,1
conv_05093,"A: Don't worry about me. You go enjoy yourself.
B: So, are you sure? I can stay if you need me.
A: No, no. I've sacrificed enough. Go be happy.
B: Maybe I was wrong
A: I'm not trying to. It's just hard being alone all the time.",guilt_tripping,True,friend,5,43,1,6
conv_05094,"A: Thanks for helping me move last weekend.
B: Like, happy to help! The new place looks great.
A: I owe you one. Let me buy you dinner.
B: You don't have to, but I won't say no!",neutral,False,coworker,4,34,0,3
conv_05095,"A: We agreed you'd handle dinner every night. Don't pretend otherwise.
B: Uh, we never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: I'll try harder",gaslighting,True,family,4,29,1,2
conv_05097,"A: I'm already planning our future together. Isn't that exciting?
B: We've only been together a month.
A: I've bought you something special. You'll love it. I know everything about you.
B: This is all moving so fast.
A: Fast? Or perfect? I'd do anything for you. Anything.
B: I need time to think.
A: You've had enough time.
B: Can we talk about this?",love_bombing,True,family,8,57,4,2
conv_05099,"A: My chest hurts when you talk to me like that.
B: You know, i was just asking for space.
A: Remember when I helped you?
B: I didn't mean to upset you...
A: You never think about how your actions affect others.",guilt_tripping,True,family,5,38,1,3
conv_05100,"A: I'm already planning our future together. Isn't that exciting?
B: Um, we've only been together a month.
A: I've bought you something special. You'll love it. I know everything about you.",love_bombing,True,romantic,3,29,1,1
conv_05101,"A: I don't tell just anyone this, but I really value your opinion.
B: Huh?
A: Most people wouldn't understand. But you? You get it.
B: Um, i'm not sure I do.",charm_flattery,True,friend,4,28,2,3
conv_05102,"A: You're so capable
B: Oh, okay.
A: Most people wouldn't understand. But you? You get it.
B: Uh, i'm not sure I do.
A: You're so smart",charm_flattery,True,family,5,23,1,2
conv_05106,"A: Everyone else is so boring compared to you.
B: Uh, that's not true.
A: You're the smartest person I know",charm_flattery,True,friend,3,18,0,3
conv_05107,"A: Wow, you finally remembered to take out the trash. Amazing.
B: Um, i've been busy.
A: No, really, it's impressive. Gold star for you.
B: You know, can you just say what you mean?
A: I just did. You did great.
B: Can we talk about this?",passive_aggressive,True,coworker,6,42,2,2
conv_05108,"A: Wow, you finally remembered to take out the trash. Amazing.
B: Um, i've been busy.
A: No, really, it's impressive. Gold star for you.
B: Can you just say what you mean?
A: I just did. You did great.",passive_aggressive,True,romantic,5,35,1,1
conv_05109,"A: Go ahead. Have fun. I'll just stay here alone.
B: You could come with me?
A: No, I wouldn't want to be a burden. You clearly don't want me there.
B: If you say so
A: It's fine. I'm used to being disappointed by people I care about.
B: This is hard for me.",guilt_tripping,True,romantic,6,49,1,2
conv_05110,"A: You're being way too sensitive about this.
B: Uh, i just feel like you dismissed me in front of everyone.
A: No one else noticed. It's all in your head.
B: Maybe I was wrong
B: I don't know what to say...
A: Of course you don't.
B: Can we talk about this?",gaslighting,True,romantic,7,47,1,6
conv_05111,"A: I never said I'd pick you up. You're imagining things again.
B: I mean, but you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: I could have sworn...
A: This is exactly why people don't trust you. You make things up.
B: Like, i don't know what to say...
A: Of course you don't.",gaslighting,True,friend,7,59,0,7
conv_05112,"A: I've never felt this way about anyone. You're my soulmate.
B: We just met two weeks ago...
A: When you know, you know. I can't imagine my life without you.
B: I mean, why would you say that?
A: Don't you feel the same? I thought we had something special.
B: Can we talk about this?",love_bombing,True,friend,6,51,3,5
conv_05114,"A: I'm already planning our future together. Isn't that exciting?
B: We've only been together a month.
A: I've bought you something special. You'll care about it. I know everything about you.
B: Actually, this is all moving so fast.",love_bombing,True,friend,4,36,1,1
conv_05116,"A: Everyone else is so boring compared to you.
B: Um, that's not true.
A: It is. You're different. Special. That's why I chose you.
B: I guess so
A: To be in my inner circle. Not everyone gets that privilege.
B: I need time to think.
A: You've had enough time.",charm_flattery,True,friend,7,45,0,5
conv_05117,"A: That's an interesting choice. Very... bold.
B: Do you not like it?
A: I didn't say that. If you're happy, that's what matters.
B: I guess so
A: I'm not the one who has to live with it.
B: I don't know what to say...
A: Of course you don't.
B: Can we talk about this?",passive_aggressive,True,romantic,8,49,2,8
conv_05118,"A: I care about how independent you are. Unlike most people.
B: Uh, i don't understand
A: You can do anything
B: I mean, what thing?
A: You're smart. You'll figure out how to help me. That's what makes you special.
B: You know, i don't know what to say...",charm_flattery,True,friend,6,44,1,4
conv_05119,"A: It's them or me. Decide now.
B: You know, that's not fair.
A: Life isn't fair. You have until tonight.
B: I don't understand
A: Time's up. What's it going to be?
B: This is hard for me.
A: It's not about you.
B: You know, i don't know what to say...",direct_coercion,True,friend,8,45,1,10
conv_05120,"A: You have one hour to decide. After that, I'm done.
B: Like, i can't make a decision this fast.
A: Not my problem. Clock's ticking.
B: Can we please talk about this?
A: Fifty-five minutes left.
B: Fine, fine. I'll do it.
B: Can we talk about this?",direct_coercion,True,coworker,7,42,2,3
conv_05121,"A: That's an interesting choice. Very... bold.
B: You know, wait, what?
A: I didn't say that. If you're happy, that's what matters.
B: Like, but you don't seem happy.",passive_aggressive,True,romantic,4,26,1,3
conv_05122,"A: That's totally understandable
B: Actually, that's not fair
A: Same here. Want to grab dinner later?
B: Actually, sure, that sounds great.
B: I need time to think.
A: You've had enough time.",neutral,False,family,6,28,1,3
conv_05123,"A: I don't tell just anyone this, but I really value your opinion.
B: Oh, okay.
A: Most people wouldn't understand. But you? You get it.
B: If you say so
A: Trust me, you're more capable than you realize. That's why I'm coming to you.
B: I don't know what to say...",charm_flattery,True,romantic,6,47,1,3
conv_05124,"A: I didn't raise my voice. You're overreacting.
B: I mean, you were definitely yelling.
A: See, this is what I mean. You twist everything.
B: I'm not twisting anything...
A: You need help. Normal people don't imagine things like this.
B: Like, can we talk about this?",gaslighting,True,friend,6,42,1,5
conv_05125,"A: Remember who pays the bills around here.
B: I thought...
A: Barely. Without me, you'd have nothing.
B: Well, why would you say that?
A: Try surviving on your own then. See how long you last.",direct_coercion,True,family,5,32,1,3
conv_05126,"A: If that's what you want
B: Uh, what's that supposed to mean?
A: I'm not mad. Why would I be mad?
B: You seem upset.
A: I'm fine. Clearly my opinion doesn't matter anyway.
B: I don't know what to say...
A: Of course you don't.",passive_aggressive,True,family,7,40,2,5
conv_05128,"A: Sure
B: How about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.
B: Sounds good. See you then!
B: This is hard for me.",neutral,False,coworker,5,26,1,0
conv_05129,"A: You're the one who started this argument, not me.
B: Well, i only asked a simple question.
A: Your tone was aggressive. Everyone could see it.
B: I didn't think I was being aggressive...
A: That's the problem. You never realize how you come across.",gaslighting,True,romantic,5,41,0,4
conv_05130,"A: No, no, go ahead. I'll handle everything here. As usual.
B: I offered to help earlier.
A: Did you? I must have missed that.
B: You know, i literally asked you twice.
A: If you say so. I'm sure you're right.
B: Why are you being like this?
B: Can we talk about this?",passive_aggressive,True,friend,7,48,3,3
conv_05132,"A: You're such a good friend. The best, honestly.
B: Thanks, you too.
A: Only you have earned my complete trust",charm_flattery,True,coworker,3,18,0,0
conv_05133,"A: You're the one who started this argument, not me.
B: I only asked a simple question.
A: Your tone was aggressive. Everyone could see it.
B: So, i didn't think I was being aggressive...
A: That's the problem. You never realize how you come across.
B: Huh?",gaslighting,True,friend,6,42,1,4
conv_05134,"A: I value your opinion
B: That's not true.
A: It is. You're different. Special. That's why I chose you.
B: Well, i didn't mean to
A: To be in my inner circle. Not everyone gets that privilege.",charm_flattery,True,friend,5,33,0,5
conv_05135,"A: If that's what you want
B: Um, what's that supposed to mean?
A: Nothing. I said I'd do it. What else do you want?
B: Um, you seem upset.
A: I'm fine. Clearly my opinion doesn't matter anyway.
B: I don't know what to say...",passive_aggressive,True,romantic,6,40,2,5
conv_05136,"A: After everything I've done for you, you can't do this one thing?
B: Um, but...
A: I was tired when I drove 3 hours to help you move. But I did it anyway.",guilt_tripping,True,friend,3,31,1,1
conv_05137,"A: I'm already planning our future together. Isn't that exciting?
B: Um, i don't understand
A: I've bought you something special. You'll care about it. I know everything about you.
B: This is all moving so fast.",love_bombing,True,friend,4,33,1,2
conv_05138,"A: You're the smartest person in this room. That's why I need your help.
B: What do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: You know, i guess I could help...
A: See? This is why you're my favorite person.
B: This is hard for me.
A: It's not about you.
B: You know, i need time to think.",charm_flattery,True,coworker,8,61,2,4
